temperature,rainfall,humidity,yield_apples
40.69,146.81,88.36,85.75
33.18,130.88,93.65,82.96
46.42,55.23,32.90,41.42
80.54,74.93,44.31,61.30
61.55,68.11,88.83,76.50
36.39,30.87,35.88,35.03
90.23,144.09,20.28,66.03
90.37,66.60,89.67,85.27
89.65,132.55,46.12,76.47
39.10,36.51,53.16,45.61
56.10,86.70,55.71,62.03
98.80,13.35,87.86,76.24
81.76,116.99,47.03,71.44
22.17,91.33,91.38,70.61
25.22,97.58,69.36,61.76
57.11,17.24,62.18,51.67
92.74,39.55,46.05,58.76
63.10,20.41,39.50,42.76
59.83,50.45,69.92,63.00
28.44,97.84,55.75,55.98
72.54,89.27,92.84,86.04
85.77,95.70,59.33,74.54
50.43,86.90,60.94,62.98
82.05,48.22,53.34,60.93
97.16,44.23,83.14,79.56
36.30,29.19,53.99,43.72
61.87,128.87,41.55,65.11
42.97,96.31,88.96,76.63
83.43,36.11,67.75,66.13
66.21,34.81,67.32,60.48
70.77,132.22,68.87,82.11
83.83,113.98,77.51,86.70
51.68,102.32,45.05,58.49
93.21,66.96,22.71,52.71
62.64,46.68,84.85,70.55
32.64,147.12,30.31,54.37
75.67,121.61,77.75,85.90
83.46,52.25,26.59,48.78
45.34,128.66,50.02,64.34
88.57,116.25,25.04,62.34
92.49,51.59,61.78,68.95
42.15,69.72,72.25,62.71
98.68,36.03,33.71,53.67
31.26,25.55,49.73,39.35
36.16,111.19,94.42,80.30
34.74,47.45,55.39,47.61
91.52,124.81,84.20,94.52
72.34,149.39,94.17,98.66
32.17,20.73,97.95,62.77
55.23,76.22,91.87,77.75
69.22,122.29,45.39,67.92
26.68,120.45,97.01,80.60
90.59,116.40,84.99,92.95
84.29,58.86,86.97,80.54
60.42,73.54,21.21,43.44
97.37,93.30,96.34,96.04
53.42,146.35,82.25,86.42
98.73,55.86,81.44,81.51
73.43,139.24,26.52,63.14
70.77,47.71,38.61,50.08
33.28,148.47,96.98,88.17
90.55,103.84,60.05,77.96
54.20,74.89,51.83,57.15
32.98,95.87,87.20,72.67
21.01,48.15,26.99,29.43
64.78,48.38,53.36,55.79
62.19,25.90,50.06,48.87
77.55,25.97,47.99,52.45
91.22,58.67,44.62,61.41
26.35,116.80,36.81,49.67
78.52,95.12,33.83,59.49
34.99,24.36,71.23,50.98
88.65,129.31,93.55,99.23
85.53,94.19,60.71,74.85
63.26,144.52,43.84,69.80
76.82,103.83,32.73,60.18
45.15,34.52,86.41,63.65
57.69,76.33,97.72,81.43
85.73,100.79,47.93,69.84
56.74,13.96,43.28,41.45
48.62,12.09,68.12,51.06
59.54,28.12,82.03,64.50
86.26,45.23,56.43,63.14
46.82,70.14,70.41,63.28
33.90,78.24,77.32,64.48
76.96,29.32,96.85,77.38
86.08,104.27,33.20,63.28
28.05,93.46,99.79,77.00
39.19,51.22,51.37,47.69
31.36,11.91,77.86,50.72
47.84,20.87,65.79,51.42
56.03,64.84,58.93,59.24
79.91,31.56,75.85,68.21
72.09,62.75,51.66,60.01
69.67,97.95,30.09,55.54
48.19,86.61,59.11,61.33
87.32,42.36,61.75,65.54
57.70,58.14,36.15,47.01
98.33,95.96,94.85,96.12
70.73,130.52,38.20,66.42
30.10,115.45,52.74,58.49
74.09,87.48,32.39,55.92
46.01,60.72,62.86,57.38
74.91,61.11,44.61,57.00
25.57,133.12,59.14,63.87
33.99,15.49,37.97,32.28
88.46,148.32,24.30,68.35
38.17,103.01,82.34,73.22
86.96,105.36,71.29,82.81
42.34,15.32,47.26,39.40
71.43,94.77,23.80,52.28
75.53,77.87,89.25,82.86
61.01,24.81,33.58,40.05
44.42,48.91,94.46,70.34
37.01,134.64,58.29,67.18
22.66,87.00,47.23,47.81
44.32,67.88,79.34,66.54
72.25,20.18,90.15,70.79
95.06,109.98,49.66,75.34
89.70,108.40,52.59,74.89
81.29,95.97,54.65,70.91
83.08,81.44,93.79,88.11
73.20,70.73,75.41,73.81
40.82,93.06,39.81,50.76
92.58,42.68,34.80,53.71
73.66,141.78,38.43,69.67
64.84,92.43,41.09,58.48
28.88,53.57,38.41,38.58
55.76,72.96,72.68,67.66
56.83,122.80,29.27,56.24
89.17,32.63,50.99,58.77
63.73,51.00,70.00,64.32
50.43,105.13,43.27,57.79
98.14,54.17,25.22,52.89
28.86,120.95,26.55,46.12
53.80,28.26,30.08,36.83
23.36,116.78,86.87,73.80
79.19,19.57,72.63,63.99
93.45,11.76,25.16,42.97
42.40,135.75,51.29,65.52
88.67,91.39,42.29,66.02
43.38,59.26,66.24,57.99
92.86,42.56,61.82,67.28
80.32,96.36,58.49,72.61
84.39,81.26,45.16,64.15
21.44,148.82,31.02,51.71
97.02,147.65,79.39,98.33
78.13,98.90,90.39,88.41
44.38,72.00,95.53,75.48
86.35,78.76,24.69,54.00
42.52,105.55,79.19,73.46
89.82,24.22,78.12,70.85
29.01,55.97,95.77,67.78
76.29,20.54,40.23,47.11
63.26,20.27,79.37,62.72
27.72,37.42,24.37,27.98
39.35,77.94,70.50,62.64
20.99,119.87,48.07,54.31
57.50,77.97,81.51,73.60
44.10,56.97,89.06,69.15
67.87,21.53,49.19,49.26
43.78,87.04,62.05,61.57
43.99,47.98,29.39,37.49
79.46,96.09,53.35,69.73
23.85,146.81,48.86,60.95
92.23,25.58,34.65,50.11
88.18,39.70,91.56,80.17
73.42,76.23,31.85,53.20
67.46,145.61,70.86,84.79
91.38,118.05,91.21,96.63
34.83,135.75,92.96,84.08
26.32,56.72,83.46,60.97
39.16,148.89,34.09,58.57
83.57,24.40,85.39,72.65
22.77,17.42,42.13,31.38
66.62,129.78,93.79,92.84
99.64,139.82,76.73,96.22
88.46,22.68,82.82,72.48
61.72,25.88,26.80,37.09
25.09,14.64,66.62,43.77
86.51,24.63,85.69,73.72
67.92,39.32,88.93,72.71
29.19,145.81,22.29,49.06
27.51,103.50,95.13,76.52
92.77,119.00,23.47,63.37
73.54,118.66,69.16,80.37
86.34,84.91,75.47,80.62
90.32,121.65,28.59,65.72
65.74,93.41,23.84,50.32
61.40,54.04,82.79,70.62
54.43,88.56,50.77,59.43
45.36,84.69,28.57,44.83
54.77,125.28,81.01,81.99
81.91,147.44,87.93,98.03
68.15,67.55,66.99,67.45
91.40,116.87,32.90,67.24
55.47,23.97,21.22,32.05
68.57,118.76,76.06,82.35
70.50,62.00,64.01,65.56
67.34,15.51,72.06,59.33
76.21,60.85,85.05,77.56
38.99,95.49,54.74,58.16
60.99,26.70,29.96,38.62
28.34,139.36,95.20,83.97
50.76,20.87,63.62,51.21
59.01,140.20,69.22,80.35
72.18,109.00,94.67,90.79
96.04,56.16,94.53,87.31
68.05,64.71,65.77,66.24
79.49,113.71,43.81,68.49
60.50,94.21,99.77,86.88
70.73,104.03,74.47,79.26
25.67,64.48,52.67,46.93
40.35,78.29,64.79,60.16
48.95,148.58,53.27,71.04
57.80,39.95,91.06,70.86
23.65,68.50,58.60,50.09
31.20,50.86,85.88,62.47
42.15,117.12,87.21,79.67
97.72,116.96,85.95,95.68
46.51,50.94,77.78,63.03
58.56,21.39,88.39,66.04
35.69,11.60,50.98,38.52
68.86,69.84,29.17,49.21
42.45,67.45,87.40,69.93
36.56,148.37,59.85,70.57
61.33,75.77,30.19,48.65
20.44,45.90,29.23,29.93
20.61,134.77,32.74,49.51
37.53,78.75,80.08,67.05
22.94,93.88,76.87,64.09
28.64,23.39,36.31,31.43
47.11,63.61,87.75,70.73
84.21,142.19,42.50,74.95
65.76,92.53,83.44,79.95
61.01,58.23,59.10,59.50
43.48,97.59,78.52,71.82
94.54,137.46,50.51,81.11
51.76,48.36,47.77,49.09
26.97,80.72,87.31,67.89
69.37,144.22,22.82,61.06
29.11,34.14,97.98,64.55
47.62,110.75,71.85,72.36
60.59,96.03,54.60,64.68
89.94,105.15,70.24,83.13
59.48,59.17,29.82,44.59
76.18,53.94,61.12,64.20
99.43,105.79,98.81,100.39
30.52,40.18,38.82,36.60
41.98,68.75,77.78,65.23
51.57,36.34,54.80,50.14
53.75,11.16,72.20,54.46
52.88,145.81,36.39,63.22
92.61,70.44,57.64,70.69
77.12,145.71,98.41,101.48
68.63,29.65,35.62,44.33
44.75,92.23,70.92,67.33
85.90,38.14,66.05,66.42
96.40,120.61,65.20,85.64
85.70,119.72,69.21,84.26
20.13,25.77,60.18,41.28
70.91,137.69,21.35,59.49
24.09,37.25,92.01,60.68
40.61,95.82,86.16,74.43
24.76,147.99,33.93,53.99
68.30,133.54,53.06,73.73
74.93,143.92,81.64,92.08
29.16,57.96,98.40,69.54
50.71,24.78,96.09,68.21
56.50,36.37,91.95,70.20
49.52,80.07,32.67,47.20
29.68,121.05,93.16,79.69
53.52,31.02,90.28,67.40
80.09,102.36,50.16,69.58
25.68,55.30,51.56,44.54
26.41,57.77,56.79,47.87
48.38,102.67,72.49,71.29
95.34,75.38,40.87,64.11
73.49,123.68,21.84,57.70
74.29,31.83,31.30,44.30
48.95,120.59,55.21,66.41
67.49,18.99,42.56,45.33
20.81,37.17,81.16,54.26
70.89,101.86,28.54,55.91
93.06,129.69,93.40,100.56
69.01,45.38,91.63,75.59
89.90,55.81,92.70,84.48
77.92,85.20,79.17,80.00
29.64,39.62,28.56,31.10
92.20,123.56,55.05,79.90
25.32,118.31,30.51,46.51
62.72,30.34,99.02,74.39
31.37,74.94,46.64,47.72
20.94,118.48,66.83,63.39
53.76,57.23,82.35,68.75
43.60,98.63,93.65,79.63
58.88,17.03,80.44,61.29
66.18,95.22,73.96,75.88
23.50,31.37,57.28,41.96
29.84,126.28,68.43,68.42
64.69,59.76,27.53,45.12
47.45,49.42,90.71,69.47
78.33,127.72,63.50,80.79
72.18,17.02,23.21,36.66
87.65,65.53,93.59,86.20
75.40,61.80,59.14,64.55
54.39,49.87,89.49,71.04
73.84,137.65,88.55,93.96
42.03,115.13,85.26,78.27
44.51,18.95,24.91,29.60
83.12,110.06,39.77,66.83
55.71,83.82,90.04,78.50
83.87,136.12,91.92,98.34
85.79,53.81,56.65,64.82
88.60,90.38,55.20,72.26
93.33,80.11,34.01,61.03
54.48,78.54,97.47,80.79
45.51,73.85,37.05,46.95
66.58,38.79,35.27,45.37
49.69,115.80,72.86,74.50
68.09,73.19,39.43,54.78
76.45,144.19,95.10,99.32
75.07,46.51,20.87,42.26
49.96,105.58,20.46,46.33
33.35,141.70,60.39,68.54
54.44,102.88,59.04,66.43
31.41,131.98,33.07,52.35
91.21,125.85,59.56,82.31
47.67,60.42,52.93,52.85
32.36,94.02,91.23,74.13
22.04,31.88,20.74,23.36
71.67,84.97,98.10,87.54
70.95,42.26,69.95,64.71
47.25,114.12,32.15,53.07
25.74,83.93,23.74,36.38
52.77,67.57,63.05,60.87
44.90,47.63,38.79,42.39
74.17,149.82,44.09,74.26
68.46,20.04,39.61,44.35
49.17,16.10,72.01,53.98
37.43,40.42,64.28,51.45
99.04,145.95,26.24,72.02
56.32,147.09,62.12,77.37
75.06,101.69,83.30,84.51
31.24,133.21,26.50,49.26
58.85,39.95,91.18,71.23
22.20,146.09,66.26,69.01
60.44,29.99,96.05,72.16
97.12,24.16,31.85,49.89
50.74,25.71,99.49,70.11
23.12,90.24,71.54,60.75
22.48,119.34,65.40,63.31
51.04,61.33,61.22,58.19
32.80,146.91,21.89,50.17
21.87,70.82,95.17,68.31
80.50,31.06,71.52,66.12
56.68,75.24,27.33,45.72
43.14,105.07,21.68,44.80
92.01,126.51,24.06,64.94
29.29,74.23,68.75,58.01
96.47,93.10,69.12,82.12
45.12,47.43,59.97,53.01
91.07,100.43,44.54,69.68
68.24,148.04,62.54,81.35
86.14,16.87,61.30,59.87
98.72,134.11,21.55,67.21
43.07,88.72,42.60,51.97
96.89,45.29,24.25,50.25
51.16,143.68,92.01,90.09
50.84,77.67,78.02,69.80
47.23,56.44,99.69,75.30
63.31,35.41,44.17,48.16
32.33,44.22,90.28,63.68
64.30,126.60,68.24,78.73
63.34,96.02,56.25,66.33
80.95,137.85,37.81,70.76
86.69,42.48,79.07,74.04
55.24,26.96,92.33,68.13
44.19,10.85,38.82,34.84
40.75,81.10,34.03,45.46
35.57,149.76,75.70,78.47
24.61,107.30,98.16,77.92
47.40,53.18,80.00,64.86
41.62,132.76,42.77,60.42
97.31,119.44,53.60,79.88
64.62,12.16,50.75,47.19
47.78,124.36,88.17,83.29
66.44,52.07,81.71,71.20
31.14,30.95,67.12,49.09
55.52,41.69,42.00,45.99
70.10,75.60,95.04,83.67
59.11,69.48,72.27,67.76
52.14,50.44,97.64,74.55
99.51,34.11,66.41,69.88
90.43,116.71,85.70,93.32
69.87,148.62,85.05,93.21
65.55,118.89,46.99,66.94
69.65,51.43,97.12,79.74
36.10,44.27,21.76,30.56
51.61,40.47,81.50,64.33
23.16,29.14,97.24,61.40
58.04,87.19,47.11,58.41
63.44,94.76,71.85,73.91
38.22,108.77,64.98,65.71
97.12,105.23,80.92,90.64
92.76,50.93,89.29,82.66
77.77,56.24,68.24,68.70
62.67,105.41,85.27,82.52
89.60,58.92,44.98,61.15
30.45,39.77,38.29,36.23
83.24,62.41,54.45,64.68
29.99,48.09,74.22,55.73
83.54,22.36,34.98,47.02
42.06,126.22,74.43,75.08
90.17,129.44,51.53,78.70
95.52,40.77,83.65,78.64
31.90,19.07,22.95,24.86
57.01,113.44,73.44,76.51
98.48,39.61,71.99,73.46
58.67,65.08,95.27,78.25
89.08,18.98,77.07,69.05
67.10,41.68,83.70,70.32
50.03,121.01,92.37,85.40
42.86,122.62,74.00,74.38
36.26,38.99,43.21,40.28
80.94,57.03,89.58,80.48
50.92,28.79,79.81,60.94
60.90,20.38,53.96,49.33
59.39,148.90,76.84,86.02
66.18,101.78,89.42,84.92
89.25,85.89,98.05,92.98
98.46,117.17,96.19,101.07
52.61,127.61,46.03,64.32
86.20,122.94,53.74,77.32
81.16,12.32,28.76,41.19
65.88,36.15,39.80,46.89
96.48,101.69,90.59,94.58
36.04,62.61,48.87,47.77
28.74,147.55,69.64,72.95
88.32,103.16,73.28,83.77
55.13,143.92,82.55,86.60
87.76,38.20,34.62,51.28
91.45,130.95,44.39,75.82
25.00,54.99,55.87,46.43
90.68,148.54,49.19,81.51
55.87,32.08,98.63,72.49
60.83,82.29,86.80,78.11
70.13,121.00,58.37,74.42
94.11,70.57,90.34,87.52
21.53,75.53,47.81,45.47
58.15,148.09,82.87,88.50
75.02,69.54,37.89,55.36
77.82,94.57,81.79,83.16
75.40,17.64,56.52,54.41
30.75,127.91,28.60,49.11
43.95,100.74,41.86,54.26
48.70,66.56,52.18,54.01
84.35,12.26,79.94,67.73
42.30,92.83,25.84,44.18
36.86,11.77,72.76,49.79
96.60,10.17,77.28,69.65
20.71,96.25,72.31,61.62
99.83,36.46,80.85,77.67
74.15,36.86,34.25,46.74
86.28,101.46,66.97,79.66
43.57,17.52,95.29,64.22
21.15,53.88,68.86,51.55
79.03,30.92,68.91,64.35
86.73,91.22,78.92,83.72
79.24,102.65,46.66,67.63
31.43,110.96,76.04,69.64
80.27,45.73,93.30,79.88
81.51,22.49,20.87,39.39
72.68,21.02,89.61,70.81
81.29,69.66,37.49,57.06
87.67,142.42,56.47,83.02
69.09,40.48,88.19,72.92
27.09,45.94,85.91,60.27
59.01,24.12,91.35,68.20
26.21,94.78,95.23,74.43
52.60,105.18,55.77,64.70
52.57,100.01,72.51,72.03
25.28,130.56,51.24,59.32
47.91,78.10,48.06,54.02
28.88,28.82,54.53,41.69
84.66,50.52,79.45,75.23
95.82,102.74,60.12,79.35
25.79,95.84,85.12,69.47
96.41,84.34,79.62,85.60
61.81,105.62,21.64,50.49
43.97,99.23,70.42,68.25
26.15,133.39,54.93,61.99
60.05,92.04,56.53,64.69
83.56,119.00,85.47,91.60
76.57,44.82,63.81,63.84
24.02,104.95,90.85,73.62
25.83,136.31,77.02,73.52
52.23,64.00,64.23,60.58
43.62,119.07,80.36,77.08
38.59,111.47,23.07,45.41
42.48,18.33,22.17,27.50
84.28,91.41,26.67,56.90
94.34,28.23,55.01,61.45
52.41,145.42,38.84,64.23
92.49,123.60,98.74,101.84
45.72,25.36,63.38,50.48
58.11,27.05,72.99,59.34
38.08,93.23,42.31,51.23
71.24,58.28,45.74,55.90
98.32,14.89,46.84,55.89
68.28,85.83,75.90,75.60
48.63,64.30,57.90,56.40
71.83,24.15,61.41,57.08
29.83,122.27,67.36,67.08
91.09,138.11,81.50,95.70
60.25,115.92,27.23,54.87
55.95,125.14,82.15,82.89
66.87,40.31,65.06,60.65
69.98,46.90,73.53,67.14
25.74,39.19,46.20,38.66
74.61,117.11,52.75,72.18
39.35,142.71,38.49,59.59
77.12,110.36,98.34,94.38
85.80,133.41,59.76,82.30
84.32,99.42,99.69,95.03
64.20,64.27,59.18,61.70
61.61,69.61,37.58,51.20
31.43,20.55,60.60,43.84
82.03,14.40,23.17,39.07
41.71,107.37,92.38,80.18
59.74,71.38,85.48,74.94
42.74,87.31,78.07,69.32
30.71,88.07,68.79,61.22
70.36,48.83,66.39,64.07
24.35,76.62,99.74,72.50
79.89,75.91,42.24,60.27
45.41,64.38,82.37,67.68
20.01,124.89,66.51,64.24
60.89,73.16,98.07,81.93
23.75,94.51,86.22,69.14
42.09,135.37,99.88,89.64
76.56,131.27,67.07,82.76
25.02,134.66,36.36,52.62
87.15,47.80,60.29,65.85
20.31,14.90,76.89,47.52
39.75,46.55,81.95,62.21
79.27,49.02,20.04,43.61
45.30,137.31,60.40,71.25
28.15,100.89,38.82,48.03
48.82,21.44,89.99,63.93
41.63,28.95,32.23,34.39
87.42,31.79,73.32,69.24
45.07,98.26,41.28,53.81
83.11,112.96,48.52,71.78
91.35,130.35,95.24,101.09
54.71,141.69,39.24,64.37
92.80,38.24,27.60,49.29
50.19,53.37,25.54,38.50
97.13,43.65,60.37,68.05
27.14,60.23,71.34,55.86
74.96,138.05,46.18,73.19
59.51,90.52,75.22,73.57
51.01,113.35,24.88,50.41
70.62,78.62,88.59,81.21
76.31,14.04,85.33,68.37
20.35,18.99,98.84,59.32
33.36,85.31,94.92,74.53
77.04,110.63,48.50,69.49
73.31,40.15,51.94,55.99
97.28,111.07,79.68,91.24
80.88,123.49,30.73,64.33
96.06,67.67,45.12,64.91
76.20,114.50,29.48,60.50
43.84,66.56,56.39,54.66
28.43,104.97,64.16,61.60
82.55,116.96,36.89,66.60
71.53,148.87,22.13,62.30
23.85,58.36,77.55,57.60
48.80,67.55,21.60,38.95
96.54,33.19,97.87,84.53
60.03,38.57,37.73,44.59
54.62,107.08,73.11,74.36
56.62,138.39,54.78,72.05
36.71,65.24,24.77,36.45
49.50,35.18,57.77,50.77
49.59,49.91,61.34,55.53
24.19,73.71,88.37,66.18
81.41,50.69,78.59,73.86
53.32,42.70,26.34,37.71
85.77,113.04,36.73,66.70
88.03,11.10,44.95,51.10
36.96,85.49,29.31,42.84
72.59,121.13,56.55,74.28
57.78,47.27,98.74,76.16
90.41,94.46,61.17,76.60
37.26,103.65,79.35,71.58
74.23,101.70,74.64,79.93
68.62,72.42,87.99,79.06
43.62,58.52,37.26,43.42
30.93,127.03,80.31,74.84
72.13,116.18,90.51,90.13
79.09,54.98,33.72,51.58
45.25,24.42,47.74,42.33
71.59,20.05,97.61,74.29
51.61,23.20,82.46,61.35
77.06,91.60,42.61,62.74
35.94,17.23,65.12,46.79
91.22,57.17,52.35,64.97
42.99,115.45,59.20,65.59
49.42,51.21,48.41,49.27
24.65,116.86,42.35,51.94
28.92,114.37,73.98,68.54
61.27,44.42,82.28,68.41
41.41,112.04,89.92,79.79
86.84,114.69,32.43,65.20
21.18,65.64,85.83,62.40
50.33,39.46,40.38,43.18
46.99,82.98,54.19,57.79
21.55,139.00,92.12,80.33
29.95,99.55,56.36,57.08
53.09,34.21,35.77,40.65
59.43,105.59,32.79,55.34
52.34,69.81,57.84,58.58
62.48,92.81,81.01,77.81
67.61,112.77,99.78,92.73
20.79,82.09,82.99,64.15
57.13,123.96,90.16,87.01
97.08,111.10,79.83,91.26
61.52,96.11,91.63,83.49
74.20,31.11,26.10,41.53
44.95,127.03,94.39,86.09
81.92,141.03,51.71,78.64
81.83,29.18,93.73,77.25
61.70,78.35,26.06,47.21
98.08,46.24,77.22,77.28
30.04,115.63,78.86,71.57
21.36,111.03,99.75,78.49
81.61,29.72,81.51,71.18
84.57,132.78,50.61,77.23
29.62,35.34,64.58,48.24
41.25,121.62,49.32,61.36
21.40,73.98,35.68,39.06
43.46,55.96,39.88,44.17
81.85,32.15,37.76,49.86
61.44,33.47,63.91,57.08
47.85,102.66,92.49,81.13
49.74,87.06,93.02,78.84
20.11,27.09,24.38,23.64
43.98,25.78,26.39,31.54
71.72,20.12,39.61,45.34
97.94,114.13,40.40,72.41
87.76,109.66,27.59,62.06
21.89,18.18,51.08,35.74
91.88,88.44,67.02,78.76
82.66,21.85,66.25,62.29
82.43,136.52,63.47,83.77
56.64,137.00,47.09,67.94
51.84,107.75,76.52,75.36
44.23,139.67,86.12,84.26
25.26,123.60,47.70,56.15
38.26,126.00,26.84,50.10
39.73,89.76,43.71,51.73
58.73,52.85,30.99,43.68
79.80,40.49,57.39,60.73
57.90,55.81,32.47,44.77
24.63,97.99,57.03,55.50
96.62,34.17,37.68,54.66
95.42,46.21,79.10,77.42
82.82,75.53,22.21,51.06
99.31,42.63,64.38,70.51
63.56,92.41,33.56,54.33
97.02,139.24,20.08,66.99
26.05,114.73,89.54,75.53
49.25,103.30,73.72,72.30
38.03,91.58,27.92,43.69
35.67,78.31,73.13,62.93
31.26,36.12,68.93,51.07
69.79,135.26,57.87,76.92
82.51,44.80,53.54,60.48
66.26,22.78,90.97,69.92
31.76,115.00,39.61,52.33
84.89,34.59,51.86,58.31
70.88,62.07,46.33,56.84
51.05,13.96,81.70,58.96
73.93,29.19,93.32,74.68
40.79,34.25,87.98,63.08
47.62,17.62,83.82,59.72
93.40,101.93,98.94,97.88
43.24,127.18,75.77,76.29
57.60,62.26,80.08,69.77
91.21,132.44,98.62,103.16
76.62,39.87,20.56,41.24
24.98,55.55,70.72,53.96
31.78,31.10,79.12,55.31
20.63,96.88,93.43,72.28
70.47,68.78,90.71,80.25
55.81,95.86,87.36,79.59
30.74,116.63,95.66,80.38
96.63,86.40,62.99,77.76
62.37,97.87,20.55,48.56
39.35,140.94,20.88,50.43
60.05,51.87,63.57,60.17
74.37,60.28,54.82,61.78
26.10,110.48,56.10,57.98
41.98,95.58,52.03,57.72
84.56,34.99,93.42,79.08
56.77,62.66,48.73,53.93
63.73,75.50,88.50,78.47
54.63,68.71,92.23,76.25
23.51,34.96,59.96,44.03
33.26,139.42,55.76,65.74
55.64,116.72,80.88,80.48
36.73,77.39,76.64,64.82
24.00,105.21,46.28,51.38
87.49,135.62,28.20,67.47
98.50,29.06,41.19,55.96
83.45,45.05,30.48,49.29
88.30,85.98,43.58,65.48
39.36,121.86,40.95,56.66
96.85,15.08,71.02,67.58
35.75,147.76,96.36,88.46
96.11,73.69,74.86,81.00
99.59,60.29,94.13,89.00
76.94,50.98,82.73,74.64
98.49,34.41,78.23,75.54
65.56,120.82,53.12,70.39
40.76,143.76,45.98,63.97
54.96,67.91,87.70,73.92
67.48,143.34,92.43,95.13
25.85,125.33,56.15,60.90
69.79,77.35,20.73,46.77
98.49,104.36,83.40,92.12
35.21,70.90,42.81,46.15
83.41,88.22,20.79,53.06
92.63,18.13,84.40,73.62
95.50,107.48,61.39,80.84
96.81,17.40,74.82,69.93
61.72,124.39,93.18,89.98
98.18,125.49,63.29,86.20
80.58,43.19,60.26,62.94
32.93,55.31,43.25,42.57
58.15,77.38,44.42,55.13
77.47,93.53,83.72,83.81
39.79,50.23,55.92,49.94
71.25,92.95,33.08,56.50
73.33,51.69,27.56,46.12
33.02,17.77,57.83,42.38
65.21,10.35,57.20,50.23
81.73,24.16,72.28,65.49
59.91,120.92,57.69,71.00
20.97,144.60,31.48,50.95
20.72,69.78,60.62,50.48
48.56,81.78,92.54,77.19
94.10,30.56,32.76,50.72
38.29,87.14,75.18,66.50
70.75,30.25,67.51,61.03
37.77,95.57,79.89,70.39
45.73,140.66,32.05,57.88
87.84,37.40,95.33,81.50
78.31,117.04,69.68,81.74
27.63,13.29,87.77,54.83
54.30,62.57,39.73,48.67
22.33,25.50,79.15,51.37
58.47,59.35,82.48,70.65
72.99,34.30,51.79,54.65
29.48,62.26,50.72,46.66
43.11,68.45,72.62,62.93
51.83,52.08,27.47,39.70
93.56,101.93,78.85,87.88
99.46,138.64,23.43,69.28
23.59,66.08,35.25,37.92
80.88,36.93,73.13,68.22
49.74,47.90,27.87,38.44
51.40,129.56,97.75,90.21
80.34,90.03,89.47,86.84
93.47,73.70,70.10,77.83
96.07,30.95,85.52,77.77
66.17,72.96,91.01,79.95
48.57,48.99,40.76,44.75
83.00,142.04,87.95,97.28
40.08,133.77,35.58,56.57
65.13,21.75,53.07,50.42
48.69,82.33,64.66,63.40
72.53,41.51,77.11,68.62
39.23,67.51,22.41,36.48
35.33,132.76,43.24,58.77
93.46,83.85,68.68,79.15
28.14,56.79,48.59,44.09
60.48,39.10,82.00,66.96
37.67,122.05,72.13,71.78
23.11,97.43,38.75,45.79
22.88,75.53,31.67,37.81
34.02,40.45,70.32,53.46
89.34,56.79,56.04,66.18
42.60,144.38,33.52,58.42
96.04,82.81,46.11,68.43
66.53,66.10,44.24,55.30
54.93,83.00,28.65,47.40
66.41,119.06,63.75,75.61
61.34,57.62,81.09,70.47
80.70,35.02,66.04,64.23
42.60,91.89,86.10,74.21
48.24,103.13,30.21,50.20
91.53,109.78,54.85,76.84
95.72,133.48,68.75,89.79
91.40,61.96,74.08,76.85
53.56,20.55,75.66,58.01
82.43,144.17,78.32,92.72
58.11,70.90,72.11,67.67
59.80,97.26,27.54,51.16
36.37,103.28,75.62,69.38
67.29,86.51,77.98,76.48
34.89,38.74,99.48,67.95
46.53,115.72,75.47,74.84
88.40,122.53,74.95,88.50
36.57,87.42,61.19,59.05
25.69,78.40,89.43,68.10
25.52,25.95,99.75,62.72
95.26,21.75,82.32,74.09
60.55,57.54,69.00,64.17
52.75,53.52,26.32,39.69
84.87,143.51,78.14,93.23
86.87,119.71,76.68,88.34
46.58,102.39,82.05,75.48
75.49,82.47,29.96,54.12
81.69,33.43,72.30,67.34
72.37,146.98,43.66,72.94
32.13,62.51,80.82,62.55
90.07,24.97,39.23,51.63
63.13,79.13,74.72,72.12
42.60,132.36,43.60,61.05
54.02,134.22,20.72,53.41
23.01,11.54,70.67,44.55
30.23,134.08,29.06,50.42
81.24,48.01,72.74,70.34
20.00,15.46,94.05,56.12
53.33,128.69,97.54,90.51
61.80,130.94,38.87,64.16
24.37,93.47,84.74,68.38
97.85,90.42,48.28,71.58
38.09,123.84,92.04,82.22
44.34,120.08,83.00,78.82
44.32,134.61,25.91,53.17
38.43,87.38,52.57,55.29
20.12,145.47,46.99,58.62
78.35,149.46,82.81,94.80
97.35,26.32,52.82,60.88
37.94,128.94,74.77,74.56
73.04,79.98,68.19,72.00
79.35,64.26,98.05,85.68
87.87,95.83,95.02,93.04
53.81,17.84,54.22,46.82
44.23,80.90,77.89,68.39
46.02,131.92,86.36,83.37
77.01,39.88,91.91,77.03
85.34,69.69,25.45,52.27
34.53,141.53,44.17,60.75
49.68,70.00,45.62,51.71
92.16,60.17,54.76,67.06
84.54,71.68,33.54,56.47
98.79,82.72,59.70,76.03
80.34,98.48,73.06,80.33
51.46,122.10,59.79,69.75
67.25,73.29,73.26,71.46
72.88,124.45,25.32,59.41
26.28,84.72,90.08,69.87
63.56,57.39,95.13,78.11
76.75,102.11,69.43,78.16
33.39,110.48,90.51,77.37
82.45,88.13,30.52,57.62
66.70,17.93,83.80,65.50
96.18,33.78,29.53,50.38
23.39,49.94,52.64,43.33
