temperature,rainfall,humidity
81.16,12.32,28.76
65.88,36.15,39.80
96.48,101.69,90.59
36.04,62.61,48.87
28.74,147.55,69.64
88.32,103.16,73.28
55.13,143.92,82.55
87.76,38.20,34.62
91.45,130.95,44.39
25.00,54.99,55.87
90.68,148.54,49.19
55.87,32.08,98.63
60.83,82.29,86.80
70.13,121.00,58.37
94.11,70.57,90.34
21.53,75.53,47.81
58.15,148.09,82.87
75.02,69.54,37.89
77.82,94.57,81.79
75.40,17.64,56.52
30.75,127.91,28.60
43.95,100.74,41.86
48.70,66.56,52.18
84.35,12.26,79.94
42.30,92.83,25.84
36.86,11.77,72.76
96.60,10.17,77.28
20.71,96.25,72.31
99.83,36.46,80.85
74.15,36.86,34.25
86.28,101.46,66.97
43.57,17.52,95.29
21.15,53.88,68.86
79.03,30.92,68.91
86.73,91.22,78.92
79.24,102.65,46.66
31.43,110.96,76.04
80.27,45.73,93.30
81.51,22.49,20.87
72.68,21.02,89.61
81.29,69.66,37.49
87.67,142.42,56.47
69.09,40.48,88.19
27.09,45.94,85.91
59.01,24.12,91.35
26.21,94.78,95.23
52.60,105.18,55.77
52.57,100.01,72.51
25.28,130.56,51.24
47.91,78.10,48.06
28.88,28.82,54.53
84.66,50.52,79.45
95.82,102.74,60.12
25.79,95.84,85.12
96.41,84.34,79.62
61.81,105.62,21.64
43.97,99.23,70.42
26.15,133.39,54.93
60.05,92.04,56.53
83.56,119.00,85.47
76.57,44.82,63.81
24.02,104.95,90.85
25.83,136.31,77.02
52.23,64.00,64.23
43.62,119.07,80.36
38.59,111.47,23.07
42.48,18.33,22.17
84.28,91.41,26.67
94.34,28.23,55.01
52.41,145.42,38.84
92.49,123.60,98.74
45.72,25.36,63.38
58.11,27.05,72.99
38.08,93.23,42.31
71.24,58.28,45.74
98.32,14.89,46.84
68.28,85.83,75.90
48.63,64.30,57.90
71.83,24.15,61.41
29.83,122.27,67.36
91.09,138.11,81.50
60.25,115.92,27.23
55.95,125.14,82.15
66.87,40.31,65.06
69.98,46.90,73.53
25.74,39.19,46.20
74.61,117.11,52.75
39.35,142.71,38.49
77.12,110.36,98.34
85.80,133.41,59.76
84.32,99.42,99.69
64.20,64.27,59.18
61.61,69.61,37.58
31.43,20.55,60.60
82.03,14.40,23.17
41.71,107.37,92.38
59.74,71.38,85.48
42.74,87.31,78.07
30.71,88.07,68.79
70.36,48.83,66.39
24.35,76.62,99.74
79.89,75.91,42.24
45.41,64.38,82.37
20.01,124.89,66.51
60.89,73.16,98.07
23.75,94.51,86.22
42.09,135.37,99.88
76.56,131.27,67.07
25.02,134.66,36.36
87.15,47.80,60.29
20.31,14.90,76.89
39.75,46.55,81.95
79.27,49.02,20.04
45.30,137.31,60.40
28.15,100.89,38.82
48.82,21.44,89.99
41.63,28.95,32.23
87.42,31.79,73.32
45.07,98.26,41.28
83.11,112.96,48.52
91.35,130.35,95.24
54.71,141.69,39.24
92.80,38.24,27.60
50.19,53.37,25.54
97.13,43.65,60.37
27.14,60.23,71.34
74.96,138.05,46.18
59.51,90.52,75.22
51.01,113.35,24.88
70.62,78.62,88.59
76.31,14.04,85.33
20.35,18.99,98.84
33.36,85.31,94.92
77.04,110.63,48.50
73.31,40.15,51.94
97.28,111.07,79.68
80.88,123.49,30.73
96.06,67.67,45.12
76.20,114.50,29.48
43.84,66.56,56.39
28.43,104.97,64.16
82.55,116.96,36.89
71.53,148.87,22.13
23.85,58.36,77.55
48.80,67.55,21.60
96.54,33.19,97.87
60.03,38.57,37.73
54.62,107.08,73.11
56.62,138.39,54.78
36.71,65.24,24.77
49.50,35.18,57.77
49.59,49.91,61.34
24.19,73.71,88.37
81.41,50.69,78.59
53.32,42.70,26.34
85.77,113.04,36.73
88.03,11.10,44.95
36.96,85.49,29.31
72.59,121.13,56.55
57.78,47.27,98.74
90.41,94.46,61.17
37.26,103.65,79.35
74.23,101.70,74.64
68.62,72.42,87.99
43.62,58.52,37.26
30.93,127.03,80.31
72.13,116.18,90.51
79.09,54.98,33.72
45.25,24.42,47.74
71.59,20.05,97.61
51.61,23.20,82.46
77.06,91.60,42.61
35.94,17.23,65.12
91.22,57.17,52.35
42.99,115.45,59.20
49.42,51.21,48.41
24.65,116.86,42.35
28.92,114.37,73.98
61.27,44.42,82.28
41.41,112.04,89.92
86.84,114.69,32.43
21.18,65.64,85.83
50.33,39.46,40.38
46.99,82.98,54.19
21.55,139.00,92.12
29.95,99.55,56.36
53.09,34.21,35.77
59.43,105.59,32.79
52.34,69.81,57.84
62.48,92.81,81.01
67.61,112.77,99.78
20.79,82.09,82.99
57.13,123.96,90.16
97.08,111.10,79.83
61.52,96.11,91.63
74.20,31.11,26.10
44.95,127.03,94.39
81.92,141.03,51.71
81.83,29.18,93.73
61.70,78.35,26.06
98.08,46.24,77.22
30.04,115.63,78.86
21.36,111.03,99.75
81.61,29.72,81.51
84.57,132.78,50.61
29.62,35.34,64.58
41.25,121.62,49.32
21.40,73.98,35.68
43.46,55.96,39.88
81.85,32.15,37.76
61.44,33.47,63.91
47.85,102.66,92.49
49.74,87.06,93.02
20.11,27.09,24.38
43.98,25.78,26.39
71.72,20.12,39.61
97.94,114.13,40.40
87.76,109.66,27.59
21.89,18.18,51.08
91.88,88.44,67.02
82.66,21.85,66.25
82.43,136.52,63.47
56.64,137.00,47.09
51.84,107.75,76.52
44.23,139.67,86.12
25.26,123.60,47.70
38.26,126.00,26.84
39.73,89.76,43.71
58.73,52.85,30.99
79.80,40.49,57.39
57.90,55.81,32.47
24.63,97.99,57.03
96.62,34.17,37.68
95.42,46.21,79.10
82.82,75.53,22.21
99.31,42.63,64.38
63.56,92.41,33.56
97.02,139.24,20.08
26.05,114.73,89.54
49.25,103.30,73.72
38.03,91.58,27.92
35.67,78.31,73.13
31.26,36.12,68.93
69.79,135.26,57.87
82.51,44.80,53.54
66.26,22.78,90.97
31.76,115.00,39.61
84.89,34.59,51.86
70.88,62.07,46.33
51.05,13.96,81.70
73.93,29.19,93.32
40.79,34.25,87.98
47.62,17.62,83.82
93.40,101.93,98.94
43.24,127.18,75.77
57.60,62.26,80.08
91.21,132.44,98.62
76.62,39.87,20.56
24.98,55.55,70.72
31.78,31.10,79.12
20.63,96.88,93.43
70.47,68.78,90.71
55.81,95.86,87.36
30.74,116.63,95.66
96.63,86.40,62.99
62.37,97.87,20.55
39.35,140.94,20.88
60.05,51.87,63.57
74.37,60.28,54.82
26.10,110.48,56.10
41.98,95.58,52.03
84.56,34.99,93.42
56.77,62.66,48.73
63.73,75.50,88.50
54.63,68.71,92.23
23.51,34.96,59.96
33.26,139.42,55.76
55.64,116.72,80.88
36.73,77.39,76.64
24.00,105.21,46.28
87.49,135.62,28.20
98.50,29.06,41.19
83.45,45.05,30.48
88.30,85.98,43.58
39.36,121.86,40.95
96.85,15.08,71.02
35.75,147.76,96.36
96.11,73.69,74.86
99.59,60.29,94.13
76.94,50.98,82.73
98.49,34.41,78.23
65.56,120.82,53.12
40.76,143.76,45.98
54.96,67.91,87.70
67.48,143.34,92.43
25.85,125.33,56.15
69.79,77.35,20.73
98.49,104.36,83.40
35.21,70.90,42.81
83.41,88.22,20.79
92.63,18.13,84.40
95.50,107.48,61.39
96.81,17.40,74.82
61.72,124.39,93.18
98.18,125.49,63.29
80.58,43.19,60.26
32.93,55.31,43.25
58.15,77.38,44.42
77.47,93.53,83.72
39.79,50.23,55.92
71.25,92.95,33.08
73.33,51.69,27.56
33.02,17.77,57.83
65.21,10.35,57.20
81.73,24.16,72.28
59.91,120.92,57.69
20.97,144.60,31.48
20.72,69.78,60.62
48.56,81.78,92.54
94.10,30.56,32.76
38.29,87.14,75.18
70.75,30.25,67.51
37.77,95.57,79.89
45.73,140.66,32.05
87.84,37.40,95.33
78.31,117.04,69.68
27.63,13.29,87.77
54.30,62.57,39.73
22.33,25.50,79.15
58.47,59.35,82.48
72.99,34.30,51.79
29.48,62.26,50.72
43.11,68.45,72.62
51.83,52.08,27.47
93.56,101.93,78.85
99.46,138.64,23.43
23.59,66.08,35.25
80.88,36.93,73.13
49.74,47.90,27.87
51.40,129.56,97.75
80.34,90.03,89.47
93.47,73.70,70.10
96.07,30.95,85.52
66.17,72.96,91.01
48.57,48.99,40.76
83.00,142.04,87.95
40.08,133.77,35.58
65.13,21.75,53.07
48.69,82.33,64.66
72.53,41.51,77.11
39.23,67.51,22.41
35.33,132.76,43.24
93.46,83.85,68.68
28.14,56.79,48.59
60.48,39.10,82.00
37.67,122.05,72.13
23.11,97.43,38.75
22.88,75.53,31.67
34.02,40.45,70.32
89.34,56.79,56.04
42.60,144.38,33.52
96.04,82.81,46.11
66.53,66.10,44.24
54.93,83.00,28.65
66.41,119.06,63.75
61.34,57.62,81.09
80.70,35.02,66.04
42.60,91.89,86.10
48.24,103.13,30.21
91.53,109.78,54.85
95.72,133.48,68.75
91.40,61.96,74.08
53.56,20.55,75.66
82.43,144.17,78.32
58.11,70.90,72.11
59.80,97.26,27.54
36.37,103.28,75.62
67.29,86.51,77.98
34.89,38.74,99.48
46.53,115.72,75.47
88.40,122.53,74.95
36.57,87.42,61.19
25.69,78.40,89.43
25.52,25.95,99.75
95.26,21.75,82.32
60.55,57.54,69.00
52.75,53.52,26.32
84.87,143.51,78.14
86.87,119.71,76.68
46.58,102.39,82.05
75.49,82.47,29.96
81.69,33.43,72.30
72.37,146.98,43.66
32.13,62.51,80.82
90.07,24.97,39.23
63.13,79.13,74.72
42.60,132.36,43.60
54.02,134.22,20.72
23.01,11.54,70.67
30.23,134.08,29.06
81.24,48.01,72.74
20.00,15.46,94.05
53.33,128.69,97.54
61.80,130.94,38.87
24.37,93.47,84.74
97.85,90.42,48.28
38.09,123.84,92.04
44.34,120.08,83.00
44.32,134.61,25.91
38.43,87.38,52.57
20.12,145.47,46.99
78.35,149.46,82.81
97.35,26.32,52.82
37.94,128.94,74.77
73.04,79.98,68.19
79.35,64.26,98.05
87.87,95.83,95.02
53.81,17.84,54.22
44.23,80.90,77.89
46.02,131.92,86.36
77.01,39.88,91.91
85.34,69.69,25.45
34.53,141.53,44.17
49.68,70.00,45.62
92.16,60.17,54.76
84.54,71.68,33.54
98.79,82.72,59.70
80.34,98.48,73.06
51.46,122.10,59.79
67.25,73.29,73.26
72.88,124.45,25.32
26.28,84.72,90.08
63.56,57.39,95.13
76.75,102.11,69.43
33.39,110.48,90.51
82.45,88.13,30.52
66.70,17.93,83.80
96.18,33.78,29.53
23.39,49.94,52.64
41.23,49.57,45.91
68.12,104.28,66.85
43.72,12.57,44.12
77.15,115.80,70.99
80.72,47.15,49.39
28.20,53.40,88.86
61.11,83.91,70.71
60.71,40.23,37.22
49.54,133.83,46.89
94.63,21.95,87.79
86.20,72.21,50.92
75.78,128.92,62.86
77.15,96.22,71.92
56.94,50.93,47.82
93.68,68.91,43.52
75.57,108.94,58.02
78.32,146.26,37.19
88.94,135.04,42.74
41.93,57.94,24.97
84.57,149.75,44.32
35.62,10.49,45.66
47.63,13.87,96.95
46.85,125.34,67.18
98.28,37.92,82.99
88.52,18.51,23.63
76.09,43.20,28.52
78.16,69.65,85.16
64.97,112.28,69.88
95.77,97.41,35.28
59.70,43.27,52.38
50.44,80.46,63.09
33.04,139.67,87.49
82.90,124.10,24.83
78.76,55.25,67.74
50.75,147.52,77.36
22.02,109.21,98.23
87.12,18.74,84.57
20.91,14.92,42.10
76.30,33.58,76.77
97.62,111.90,81.06
55.01,35.72,78.38
38.80,81.61,85.61
76.39,23.06,92.30
85.37,138.92,27.87
63.71,58.15,28.38
97.36,137.14,83.71
24.13,142.28,40.19
60.38,10.86,24.68
77.48,74.98,52.10
89.01,13.45,85.59
34.34,137.22,30.13
84.00,82.58,73.75
64.22,20.49,20.29
51.72,25.44,28.78
30.54,63.69,48.07
89.22,141.63,26.69
32.58,107.01,87.67
44.78,131.47,89.13
43.20,61.30,80.45
89.71,16.05,39.40
73.82,146.40,61.86
83.73,12.40,34.74
40.04,142.67,42.50
69.99,61.61,61.28
65.74,11.41,78.80
86.63,106.48,27.57
92.49,147.28,43.74
20.97,145.19,94.13
73.92,32.53,54.33
24.15,35.37,95.11
63.91,89.18,99.31
43.01,99.22,62.13
44.54,113.52,43.04
48.24,35.35,83.26
69.70,144.26,32.74
46.72,99.42,40.16
78.62,128.59,82.79
52.36,85.61,54.69
25.47,68.00,36.12
82.70,146.81,72.09
42.86,91.50,78.62
54.62,131.36,30.01
74.84,143.46,42.16
46.60,104.55,37.70
24.53,86.85,50.39
49.91,10.49,81.08
95.56,15.60,77.10
71.34,38.12,73.00
73.72,36.04,20.50
70.58,45.67,31.37
35.92,52.69,37.86
53.47,60.41,41.76
80.08,68.88,31.71
28.11,23.84,52.83
42.23,15.93,26.01
42.11,104.35,80.00
54.56,85.23,83.02
98.43,72.18,65.94
25.40,98.82,27.18
61.50,125.88,91.21
34.35,69.88,97.25
97.65,99.76,36.19
29.06,143.50,76.37
52.29,127.55,87.36
79.03,69.64,63.19
76.36,100.26,45.87
53.82,34.79,58.28
47.72,88.47,60.98
51.81,147.39,52.05
41.14,82.56,94.39
36.43,139.87,79.51
58.64,67.03,39.30
41.48,149.84,66.84
43.00,91.09,75.10
72.54,15.92,31.21
97.48,92.15,48.67
68.29,48.44,92.44
26.16,14.55,65.37
26.05,124.92,37.36
96.11,48.60,29.82
43.78,121.52,61.46
27.37,50.35,63.81
67.92,37.21,46.75
69.89,146.35,70.43
71.88,60.63,25.49
41.39,94.19,31.61
21.21,95.40,63.70
97.20,88.47,24.95
40.07,138.06,90.47
74.08,104.42,31.37
76.53,66.52,73.91
68.80,130.73,51.30
45.03,35.35,51.98
41.69,86.19,81.19
67.81,143.08,59.96
89.29,97.56,78.05
95.74,124.38,60.42
28.47,101.50,67.43
32.39,127.51,80.86
95.58,142.23,68.58
78.92,48.21,69.25
90.64,33.75,83.14
36.21,77.76,95.93
67.01,108.26,50.14
76.09,41.81,66.17
74.41,10.57,26.90
52.65,58.01,48.70
21.23,145.64,52.96
66.63,107.30,86.82
40.25,66.19,61.07
56.02,36.96,78.49
96.61,59.85,21.52
51.92,33.78,57.16
87.18,24.88,92.11
35.08,136.94,37.95
73.80,149.67,22.52
98.16,32.98,54.67
28.15,17.63,76.35
20.67,56.16,56.36
54.69,74.63,56.80
27.41,38.67,73.58
79.87,52.20,40.35
93.16,38.12,80.15
54.72,118.40,32.25
40.70,109.76,51.66
54.75,98.89,72.48
77.88,64.21,86.27
20.72,137.27,83.32
67.16,145.73,77.73
69.06,34.31,48.73
71.02,41.22,29.78
39.36,83.59,37.35
77.12,22.78,89.19
27.31,71.10,88.59
35.94,91.45,96.12
90.20,83.09,26.08
79.10,56.33,62.94
21.10,85.94,71.89
39.87,144.23,76.85
37.15,38.84,71.51
41.66,101.68,81.60
39.80,16.08,48.76
25.00,19.30,34.35
56.72,87.26,36.37
78.62,24.69,20.96
68.54,13.13,48.03
73.83,34.01,27.34
26.49,89.08,45.72
96.12,108.47,70.26
87.08,38.35,91.56
84.41,103.56,87.17
85.84,35.55,40.21
94.62,95.88,30.73
63.54,67.67,35.45
36.02,101.53,97.68
69.34,149.31,63.96
79.43,141.29,34.60
79.03,10.60,87.26
61.72,133.96,51.62
25.48,19.31,91.94
49.69,143.43,40.85
93.66,49.46,51.46
66.76,63.48,60.40
63.07,22.83,91.41
41.51,25.72,89.50
49.48,111.74,65.95
91.63,142.21,37.74
73.32,95.50,52.27
82.99,110.22,98.05
56.35,116.68,68.62
70.42,46.79,82.49
39.87,16.33,55.99
76.44,10.26,62.56
54.21,59.09,54.32
55.40,43.80,76.23
71.95,18.72,88.12
94.90,35.13,60.59
25.12,27.43,58.47
85.98,138.08,47.22
43.39,29.64,34.17
55.51,85.27,95.14
21.75,93.03,45.29
44.08,86.09,84.06
60.21,23.87,77.23
24.49,54.63,83.27
59.29,17.18,94.94
94.17,65.39,69.87
28.43,36.40,91.84
81.16,88.63,33.42
52.77,106.99,70.14
72.41,84.50,81.78
40.82,70.79,41.73
32.76,64.23,79.26
32.84,127.84,82.28
25.64,40.71,86.50
34.85,112.79,45.03
73.14,116.05,74.53
90.54,68.69,44.34
85.13,51.62,79.12
74.81,75.88,57.04
28.83,23.05,67.80
43.13,16.43,53.27
44.78,25.62,32.96
40.00,36.20,34.24
61.20,80.58,26.21
62.84,128.88,69.45
48.55,42.99,87.89
48.30,140.92,21.67
86.28,143.69,25.30
83.14,144.25,56.60
44.62,127.26,79.02
93.10,60.94,32.62
96.23,20.18,41.73
46.14,89.63,38.56
48.35,88.22,51.92
60.45,129.00,38.00
95.29,149.44,48.21
90.11,81.14,78.28
28.21,58.33,68.88
51.42,36.03,26.49
64.27,10.67,71.02
60.25,81.28,58.17
35.51,87.77,94.77
88.71,125.49,43.14
74.16,80.64,78.09
87.03,138.31,78.47
88.70,97.93,37.72
79.87,127.65,92.26
55.14,30.76,59.29
68.84,129.75,74.31
32.83,104.52,31.67
73.89,33.83,40.62
34.34,36.57,66.89
75.52,139.71,45.52
38.37,14.51,59.98
29.40,74.75,49.92
33.22,53.89,71.24
20.16,103.11,58.97
77.50,127.55,20.37
78.59,60.45,71.97
61.19,69.77,53.77
32.91,147.47,47.34
26.68,119.75,27.53
21.53,135.61,37.63
33.26,71.43,37.90
91.27,42.77,94.83
39.32,67.66,54.60
48.34,110.25,23.37
28.43,25.32,31.11
37.79,47.87,26.32
61.54,16.53,67.11
68.62,70.53,34.93
39.63,125.84,59.88
24.62,13.45,49.60
51.28,104.55,84.31
38.74,140.55,45.64
37.56,43.17,56.66
96.79,107.11,77.70
69.30,146.51,54.67
64.55,144.72,83.46
53.26,42.89,72.93
54.32,24.05,52.84
63.27,30.76,60.32
75.71,108.28,97.38
76.17,111.61,72.93
33.74,104.39,92.40
60.01,57.05,34.30
52.96,33.77,58.66
89.64,91.31,92.69
70.51,77.72,45.81
62.60,112.04,97.41
29.23,71.79,27.77
68.45,57.41,92.21
29.38,51.09,55.62
46.98,39.61,25.90
31.43,47.20,90.36
75.37,23.28,40.16
36.50,58.56,21.78
51.35,15.12,30.86
91.65,36.10,72.73
36.35,114.55,98.22
60.62,55.57,28.92
53.54,103.55,56.96
21.45,110.36,34.45
83.42,91.37,79.60
25.52,144.22,29.44
57.94,13.00,39.19
64.85,113.41,35.71
70.27,144.23,64.20
75.09,130.72,89.85
40.26,33.50,60.89
20.80,55.75,24.66
77.88,34.14,65.07
62.85,94.18,83.80
86.89,109.71,30.57
85.71,54.39,25.82
87.47,85.53,35.02
58.81,106.73,79.69
46.69,68.99,67.33
83.32,129.56,63.25
56.10,118.02,39.96
34.68,19.05,46.58
88.40,96.96,97.27
90.60,42.95,39.25
57.30,88.05,92.13
26.06,143.96,66.44
51.03,133.07,29.86
84.28,66.63,57.38
92.14,50.81,95.88
36.28,42.82,53.49
25.36,84.55,89.07
90.19,25.99,40.51
51.15,86.90,65.67
63.34,10.19,87.51
97.45,55.34,93.66
25.33,40.79,58.87
71.87,145.97,71.18
25.93,111.81,20.24
50.04,58.95,40.26
84.31,23.00,42.30
54.68,82.35,27.48
99.77,39.88,42.38
64.72,85.10,45.69
45.69,126.95,97.50
37.61,96.21,73.49
48.04,98.73,54.08
49.80,85.74,99.04
25.50,139.82,32.26
49.57,140.47,58.08
57.14,81.78,71.76
77.82,52.81,24.45
72.54,74.34,77.36
76.70,36.12,27.99
20.67,99.09,31.22
37.41,80.01,32.78
72.93,24.46,94.31
58.72,37.67,74.66
20.43,77.15,72.43
84.36,134.26,64.44
81.82,89.29,43.42
63.87,105.41,69.67
25.32,57.46,52.81
81.32,90.00,31.63
66.70,72.63,75.17
82.56,102.28,30.37
80.14,17.08,35.25
84.24,79.06,85.42
61.44,51.44,72.81
31.23,55.67,70.48
73.69,144.53,53.46
69.64,35.58,51.70
79.38,53.57,75.22
33.59,81.38,79.20
35.60,130.82,60.82
91.23,68.33,97.54
80.00,114.14,96.46
92.66,129.89,52.99
80.70,53.40,85.65
67.77,64.99,63.46
72.33,59.92,60.94
91.13,126.60,24.40
66.30,16.21,65.92
70.59,53.18,92.05
32.52,105.12,82.41
57.91,89.16,82.91
77.31,71.08,32.79
41.68,85.59,48.68
36.18,37.66,38.66
45.11,70.30,45.27
39.32,80.24,66.36
37.19,136.17,49.18
53.99,46.52,64.86
92.63,131.50,55.08
60.56,100.19,42.93
35.03,12.85,27.63
26.16,111.45,91.35
75.69,14.98,20.91
50.62,149.63,20.13
85.75,132.17,86.14
72.76,51.63,99.74
83.70,46.04,78.17
41.76,63.40,21.22
75.39,59.86,38.14
41.12,62.13,97.75
95.13,54.56,84.69
70.91,96.96,65.34
45.96,33.00,38.95
41.56,128.44,21.15
35.27,123.74,21.67
75.57,76.71,68.96
37.50,129.38,21.75
67.62,44.60,99.49
41.17,12.46,34.67
72.96,96.69,76.86
85.20,74.11,32.40
82.24,89.40,63.21
80.87,135.91,26.45
35.02,145.79,81.34
27.07,98.82,66.79
75.92,116.97,26.89
49.47,21.73,87.89
54.59,32.50,63.76
22.49,112.65,93.73
40.77,70.39,93.33
22.69,72.44,93.64
90.33,53.21,26.22
39.47,95.03,29.68
64.59,35.92,99.02
23.12,97.77,59.01
73.35,34.33,39.06
45.84,18.94,81.57
91.83,56.25,41.14
91.05,42.36,78.18
46.02,134.46,86.98
92.08,17.69,82.74
99.69,34.73,41.92
86.03,86.82,52.13
87.59,77.35,53.06
39.92,16.42,59.30
66.14,11.02,33.39
25.38,148.33,56.20
27.59,102.24,60.86
99.91,61.16,62.54
46.13,75.86,85.59
79.85,47.32,61.39
84.53,58.28,38.46
88.64,100.87,73.05
99.81,133.59,83.79
39.32,35.78,45.55
23.23,127.65,71.62
52.90,27.02,31.76
30.41,40.10,47.35
21.79,15.20,92.74
48.83,29.71,92.90
82.70,138.42,66.03
65.29,74.32,76.19
45.02,20.87,88.32
72.35,144.36,96.68
38.56,133.06,59.19
21.15,115.66,64.93
81.15,140.69,53.25
69.90,40.82,25.76
80.98,127.09,53.82
23.12,106.60,83.25
86.97,131.77,84.39
69.56,121.57,91.39
65.07,58.51,24.12
69.97,118.42,62.17
89.15,46.74,28.59
66.95,56.00,36.06
66.48,25.11,92.02
99.25,140.91,59.74
80.54,50.74,80.68
55.38,82.89,25.15
76.59,64.79,53.35
51.14,144.39,73.94
38.31,56.91,30.67
67.75,119.00,46.07
94.25,129.76,25.16
94.33,70.98,72.11
47.35,62.94,97.67
62.21,114.68,86.16
36.93,137.81,97.97
99.65,115.69,87.65
98.49,41.80,88.42
71.96,134.36,66.17
84.35,64.26,61.46
77.21,90.67,52.50
67.45,126.40,85.45
24.27,36.38,34.57
56.38,119.83,24.50
73.98,93.46,95.83
74.20,135.07,20.30
49.85,34.08,98.15
95.34,68.90,78.31
33.39,126.60,46.28
60.03,12.69,75.83
75.27,25.71,85.43
75.77,148.68,39.63
71.89,49.26,81.67
42.02,146.58,84.35
32.50,35.55,39.95
70.88,60.55,23.35
67.94,115.40,36.33
34.35,102.09,36.05
76.41,91.36,25.22
56.41,84.19,78.08
73.42,128.08,50.40
86.99,42.89,90.75
33.58,71.95,40.17
21.53,31.76,56.26
82.33,93.43,71.12
68.78,45.08,90.20
75.97,56.74,61.97
87.05,75.98,49.88
84.22,13.75,89.36
96.87,22.87,44.82
62.87,106.03,26.35
59.08,70.06,55.60
52.15,131.07,82.81
32.30,107.25,22.46
65.81,11.13,66.87
42.16,96.34,67.56
93.70,23.12,94.28
66.66,119.33,42.92
67.43,148.81,42.31
48.39,84.37,55.24
24.16,105.59,48.55
22.54,43.22,78.91
53.87,71.26,71.34
26.77,129.85,80.71
68.55,33.44,85.60
90.48,47.17,93.84
90.63,72.36,54.47
72.72,109.71,98.78
36.90,62.62,37.25
89.04,139.88,77.15
90.89,23.22,62.72
35.73,61.91,85.35
78.99,109.25,58.14
42.92,41.64,82.72
84.21,101.90,94.41
99.78,32.99,78.58
22.40,17.84,82.09
91.79,26.94,25.37
69.81,140.20,36.40
97.87,87.25,97.94
57.20,121.49,75.45
87.79,56.57,64.92
24.99,92.97,49.36
46.82,79.29,23.55
25.36,142.40,49.53
98.03,114.66,59.91
85.36,112.28,36.92
88.20,16.49,33.85
95.04,86.95,60.67
26.81,75.38,66.87
50.85,139.90,39.19
25.68,46.03,66.99
36.86,47.78,92.03
38.35,67.59,57.85
57.53,44.07,88.59
41.48,28.09,94.18
28.08,130.04,27.39
33.40,88.16,27.66
31.78,130.59,58.08
97.85,126.36,67.05
80.74,49.49,54.07
97.42,86.68,46.12
55.18,21.65,71.28
42.27,138.14,20.17
83.86,66.60,97.45
46.10,65.11,38.57
43.95,52.39,93.37
38.60,74.49,28.72
30.37,45.25,39.05
40.52,62.48,38.79
48.43,121.99,99.69
73.92,126.80,20.37
25.01,52.59,71.17
36.84,75.66,89.57
84.72,132.33,73.78
31.75,17.37,49.02
47.41,134.48,96.66
89.17,40.69,91.48
32.39,105.00,54.72
26.62,91.56,65.87
58.76,87.41,97.40
44.19,130.31,98.60
65.07,24.22,55.99
84.30,58.58,87.79
30.97,85.36,44.16
66.46,123.58,49.75
60.44,40.30,33.19
31.53,122.41,36.73
69.92,65.95,72.55
41.89,36.45,60.86
59.03,116.26,38.49
26.58,22.73,52.23
56.77,82.07,49.85
44.52,18.94,98.99
85.79,59.90,88.29
24.56,94.15,51.04
53.49,87.86,93.11
56.67,66.65,47.41
78.00,70.07,73.43
65.94,41.75,97.33
73.38,73.82,51.22
82.16,143.46,74.39
88.98,129.06,43.67
45.11,30.33,41.30
63.04,14.17,65.93
87.21,140.69,98.34
99.16,83.74,56.25
91.16,85.30,95.01
49.72,119.30,93.15
35.61,54.06,40.30
59.15,77.47,52.15
79.33,145.61,71.46
59.41,104.10,61.44
58.65,31.52,27.68
87.06,28.65,99.50
48.91,38.60,80.21
88.78,117.34,55.02
52.54,51.35,69.45
46.26,12.99,27.01
56.32,142.18,59.62
81.00,33.76,94.47
30.08,11.34,91.73
35.71,43.20,46.99
96.12,42.90,62.51
34.04,69.08,75.79
65.42,138.85,47.20
66.35,133.09,25.19
59.17,73.97,60.44
71.58,67.53,68.13
38.39,87.70,20.47
64.21,44.08,27.65
49.77,17.31,36.58
72.93,141.49,47.84
31.30,36.14,63.28
65.67,37.78,43.51
34.82,76.14,42.09
42.29,78.83,89.55
37.50,12.58,31.60
34.63,30.71,59.64
86.06,62.94,96.23
42.86,105.72,70.00
94.17,41.98,77.38
97.59,69.22,54.50
65.70,88.03,21.59
31.44,134.40,71.69
49.96,55.65,70.55
83.82,28.70,28.83
49.39,78.50,56.97
26.96,114.54,93.23
64.54,25.38,36.41
87.61,69.46,56.89
83.67,12.49,56.89
34.01,14.70,84.86
73.82,77.61,85.97
37.64,51.75,80.74
37.46,128.32,49.24
89.93,94.30,25.76
39.97,73.55,47.96
41.06,67.11,74.38
20.05,79.61,76.22
89.65,15.66,97.20
83.41,134.99,56.29
70.19,149.76,70.59
80.02,35.41,63.14
32.16,26.85,32.05
56.67,30.10,56.90
48.10,102.54,63.59
27.50,102.60,96.06
58.89,128.71,49.32
93.66,115.26,98.41
23.20,72.96,63.38
43.32,95.80,39.40
36.60,106.36,35.33
39.05,81.78,31.34
92.67,76.59,56.23
57.45,100.31,21.75
57.30,88.05,55.60
80.85,100.15,99.07
32.36,95.80,73.61
58.98,110.69,80.78
54.40,99.99,29.52
67.75,82.76,57.85
99.96,105.45,42.90
81.56,72.93,91.53
51.83,43.83,34.50
86.20,10.20,56.70
33.66,88.39,67.04
22.44,92.69,61.12
36.36,146.09,86.42
47.23,60.61,38.52
60.85,65.18,50.19
69.21,38.25,83.37
92.85,19.87,62.25
60.79,118.19,52.17
60.10,44.96,22.36
24.02,95.25,80.27
22.79,106.29,97.77
64.09,75.97,69.62
55.05,132.69,88.52
